Title,Statement,Link,Tag
The Number Of Solutions ,"Little Chief loves math. Most of all, he loves equations. He can solve any equation in the whole world. Recently he found one interesting and easy equation x1d+x2d+x3d ≡ m (mod N) Where x1, x2 and x3 are non negative integer numbers. But, as always, this was easy enough for him and he solved it in just a few seconds. Now he wants you to do the same. Of course he understands that nobody is as good as he is, so he wants only the number of solutions of such equation which satisfies 0 ≤ x1, x2, x3 ≤ upper for given upper, d,m and N. As the answer might be very large, he asks you to find the answer modulo 1007. Tags: Binary Exponentiation, Modular Exponentiation Mathematics, Number Theory, Modular Arithmetic, Exponentiation ",https://www.codechef.com/problems/CNTSOLS,CC
Lock-Free Stack ,"Sergey recently studied lock-free data structures. He particularly liked the data structure called Lock-Free Stack. So, lock-free stack is basically an ordinary stack, which can be used by multiple threads of the same program. There are N threads, which do push and pop the numbers to this stack simultaneously. In order to check his knowledge, Sergey implemented this data structure. But he was still unsure, whether his code works correct or not. So he made the test case of the following kind: For every thread (say, the ith), there is a list of Ai numbers, which will be pushed to the stack by this thread in this order (so, first, the first number from this list will be added, then the second one, and so on). So Sergey runs the program, the numbers get pushed to the stack from all the threads simultaneously. When all the threads are done with it, he wanted to pop all the numbers from the stack and to check the correctness of the output. But it appeared to be not so easy problem, because in general, there could be a few different correct sequences he could obtain, because the order in which the processes add the numbers is not strictly defined. Moreover, the processes can interrupt in between. For example, even if he had only two threads and for each of them, there was a list of 1 unique number, then there can be two valid orders: either the first thread added its' number first, or it was the second one. The another example could be the following: if there are also two thread, the first one having the list (1, 2) and the second one having the list (3, 4), then after doing all pops even the sequence (4, 2, 3, 1) is correct, because in this case: First, the first thread added the first number 1 from its' list; Then, the second thread added the first number 3 from its' list; Then, the first thread added the second number 2 from its' list; Then, the second thread added the second number 4 from its' list; So since it is a LIFO (last in, first out) stack, after the pops we get the sequence (4, 2, 3, 1). You are given the number of the threads and the list of integers to be added in order for each of the threads. You are also given a sequence. Determine, whether this sequence could be obtained after the process described above. Tags: Recursion, Memoization Algorithms ",https://www.codechef.com/problems/LFSTACK,CC
Smallest Beautiful Number ,"Let's call a positive integer M a beautiful number if the following conditions are satisfied: The decimal representation of M (without leading zeros) does not contain any zeros. The sum of squares of all decimal digits of M is a perfect square. For example, 1, 4 and 221221221 are beautiful, but 101010 and 333 are not. You are given a positive integer N. Find the smallest N-digit beautiful number or determine that all N-digit integers are not beautiful. Tags: Digit DP, Dynamic Programming, Observation Advanced Algorithms, Advanced DP, Algorithms ",https://www.codechef.com/problems/LSTBTF,CC
Chef and Filters ,"Nobody outside the cooking community knows that Chef is a big fan of Chefgram™ — a social network where chefs and cooks upload their secret kitchen photos. Recently Chef clicked a beautiful photo, which is represented using 10 pixels in a single row. Respecting Chefgram™'s boolean roots, every pixel is either white or black. Chefgram™ has N filters. Every filter is a string containing 10 symbols. Every symbol is either '+' or '-'. A '+' at the ith position in a filter means that if Chef applies this filter to his photo, the ith pixel will be inverted: it becomes black if it was originally white, and vice versa. A '-' at the ith position in a filter string means that if Chef applies this filter to his photo, the ith pixel will remain unchanged. Chef can apply as many filters as he wants from a list. He can pick any subset of filters and consequently apply them to a photo. For example: Imagine that Chef has a photo ""bbwwbbwwbb"" (where 'b' stands for black and 'w' stands for white). He applies filters ""++--++--++"", ""-+-+-+-+-+"". Applying the first filter will transform his picture to ""ww"". Applying the second filter on the transformed picture will give Chef the picture ""wbwbwbwbwb"". Even if Chefgram™ has two or more identical filters, they are still considered different! Chef is extremely interested in knowing how many different subsets of all the Chefgram™ filters can he apply to transform his photo into 10 black pixels? Tags: Frequency Arrays, DP Bitmask, Bit Manipulation, Observation Data Structures, Arrays, Advanced Algorithms, Advanced DP, Mathematics, Algorithms ",https://www.codechef.com/problems/CHEFFILT,CC
Little Elephant and Mouses ,"It is well-known that the elephants are afraid of mouses. The Little Elephant from the Zoo of Lviv is not an exception. The Little Elephant is on a board A of n rows and m columns (0-based numeration). At the beginning he is in cell with coordinates (0; 0) and he wants to go to cell with coordinates (n-1; m-1). From cell (x; y) Little Elephant can go either to (x+1; y) or (x; y+1). Each cell of the board contains either 1 or 0. If A[i][j] = 1, then there is a single mouse in cell (i; j). Mouse at cell (i; j) scared Little Elephants if and only if during the path there was at least one such cell (x; y) (which belongs to that path) and |i-x| + |j-y| <= 1. Little Elephant wants to find some correct path from (0; 0) to (n-1; m-1) such that the number of mouses that have scared the Little Elephant is minimal possible. Print that number. Tags: Dynamic Programming Algorithms ",https://www.codechef.com/problems/LEMOUSE,CC
Chef and Bitwise OR Operation ,"Chef studies very well in his University. There is only one professor who doesn't want to give him the highest grade, A. Chef has had a long argument with him, and eventually they agreed, that if Chef solves an algorithmic problem, he gets the highest grade. After looking at the problem, he realized he can't solve it. Once again, he approached Codechef admins for help, and once again we decided to put it off and pass on the task to you. Please, help him (and us)! Problem description You are given an array A of integers and an integer K. Your goal is to divide the array into K consecutive disjoint non-empty groups, so that any array element belongs to exactly one group. Each group can be specified by two integers L and R (L ≤ R) with the meaning that the group contains all the elements from the Lth to the Rth one (both inclusive) in the given array. The cost of such a group equals to the value of bitwise OR of all elements in the group. The cost of array for some particular group division equals to the sum of costs for all the groups. You have to find the maximal achievable cost of the given array. You can read more about bitwise OR operation here Tags: Dynamic Programming Algorithms ",https://www.codechef.com/problems/CHEFAOR,CC
Choosing from Buckets ,"There are N buckets numbered 1 through N. The buckets contain balls; each ball has a color between 1 and K. Let's denote the number of balls with color j that are initially in bucket i by ai,jai,ja_{i, j}. For each i from 1 to N−1N−1N-1 (in this order), someone draws a ball uniformly at random from bucket i and puts it into bucket i+1i+1i+1, then continues to draw the next ball. After putting a ball in bucket N, this person draws a ball, again uniformly at random, from bucket N. For each color from 1 to K, find the probability that the ball drawn from bucket N has this color. Tags: Probability, Dynamic Programming Mathematics, Algorithms ",https://www.codechef.com/problems/BUCKETS,CC
Launch Tower ,"""The Mars Orbiter Mission probe lifted-off from the First Launch Pad at Satish Dhawan Space Centre (Sriharikota Range SHAR), Andhra Pradesh, using a Polar Satellite Launch Vehicle (PSLV) rocket C25 at 09:08 UTC (14:38 IST) on 5 November 2013"". The secret behind this successful launch was the launch pad that ISRO used. An important part of the launch pad is the launch tower. It is the long vertical structure which supports the rocket. ISRO now wants to build a better launch pad for their next mission. For this, ISRO has acquired a long steel bar, and the launch tower can be made by cutting a segment from the bar. As part of saving the cost, the bar they have acquired is not homogeneous. The bar is made up of several blocks, where the ith block has durability S[i], which is a number between 0 and 9. A segment is defined as any contiguous group of one or more blocks. If they cut out a segment of the bar from ith block to jth block (i<=j), then the durability of the resultant segment is given by ( S[i]*10(j-i) + S[i+1]*10(j-i-1) + S[i+2]*10(j-i-2) + … + S[j] * 10(0) ) % M. In other words, if W(i,j) is the base-10 number formed by concatenating the digits S[i], S[i+1], S[i+2], …, S[j], then the durability of the segment (i,j) is W(i,j) % M. For technical reasons that ISRO will not disclose, the durability of the segment used for building the launch tower should be exactly L. Given S and M, find the number of ways ISRO can cut out a segment from the steel bar whose durability is L. Tags: acm-icpc, acmamr14, admin, dynamic-programming, easy ",https://www.codechef.com/problems/ACM14AM3,CC
Chef and Words ,"Nobody knows but Chef can play with words! He has a word. He claps and each letter of the word transform to another letter(independently)! All letters are only in range a-z. For each pair of symbols from 'a' to 'z' there is a probability that first symbol will transform into second one after clapping. Note that the symbol can also transform into the same symbol. Also Chef has a list of words. He asks you what is the probability that after exactly K claps Chef's word will equal one of the words from list? Tags: Probability, Matrix Exponentiation, Dynamic Programming Mathematics, Matrices, Matrix Multiplication, Algorithms ",https://www.codechef.com/problems/CHEFWORD,CC
Change the Signs ,"You are given a sequence of integers A1,A2,…,ANA1,A2,…,ANA_1, A_2, dots, A_N. You should choose an arbitrary (possibly empty) subsequence of A and multiply each element of this subsequence by −1−1-1. The resulting sequence should satisfy the following condition: the sum of elements of any contiguous subsequence with length greater than 1 is strictly positive. You should minimise the sum of elements of the resulting sequence. Find one such sequence with the minimum possible sum. Tags: Dynamic Programming, Observation Algorithms ",https://www.codechef.com/problems/CHSIGN,CC
Chef and math ,"Chef's team is going to participate at the legendary math battles. One of the main task in the competition is to calculate the number of ways to create a number by adding some Chefonacci numbers. A number is called a Chefonacci number if it is an element of Chefonacci sequence defined as follows. f(0) = 1; f(1) = 2; For i > 1 : f(i) = f(i - 1) + f(i - 2) Chef asked you to help him with this task. There will be Q question of form X, K : How many different ways are there to create X by adding K Chefonacci numbers. Note that the order of numbers in the addition does not matter, i.e. (f(i) + f(j) + f(k)) and (f(j) + f(i) + f(k)) will not be counted as distinct ways. Also note that you are allowed to use a Chefonacci number any number of times (zero or more). As the answer could be large, print your answer modulo 109 + 7 (1007). Tags: dynamic-programming, easy-medium, may16, meet-in-middle, omelyanenko, recursion ",https://www.codechef.com/problems/CHEFMATH,CC
Chef and Magic Arrays ,"Yesterday Chef had cooked N very tasty dishes. A dish is prepared of several ingredients. You are given this information by N arrays, each array contains elements equal to the number of ingredients used in that dish. Also, an element of the array denotes the tastiness of the ingredient in the corresponding dish. Chef placed his N dishes in a line, one after the other. You can make a simple observation that the last ingredient of a dish will be a neighbor of the first ingredient of the next dish. Of course, this is not valid for the N-th dish, as it's the last dish. Overall quality of these dishes will be calculated as follows. Consider dish i and i + 1, if the last ingredient of dish i be of tastiness x, and the first ingredient of dish i + 1 of tastiness of y, then the quality of dish will be increased by |x - y| * i, where (|t| denotes the absolute value of t). Chef wants to maximize the quality of the dish. For each dish, he is allowed to take its ingredients and cyclically rotate/shift them by as many rotations as he wishes. Find the maximum possible quality of the dishes that he can obtain. Tags: Segment Trees, Dynamic Programming, Binary Search Advanced Data Structures, Advanced Tree Structures, Algorithms, Searching ",https://www.codechef.com/problems/MARRAYS,CC
Chef And Fibonacci Array ,"Chef has an array A = (A1, A2, ., AN), which has N integers in it initially. Chef found that for i ≥ 1, if Ai > 0, Ai+1 > 0, and Ai+2 exists, then he can decrease both Ai, and Ai+1 by one and increase Ai+2 by one. If Ai+2 doesn't exist, but Ai > 0, and Ai+1 > 0, then he can decrease both Ai, and Ai+1 (which will be the currently last two elements of the array) by one and add a new element at the end, whose value is 1. Now Chef wants to know the number of different arrays that he can make from A using this operation as many times as he wishes. Help him find this, and because the answer could be very large, he is fine with you reporting the answer modulo 109+7. Two arrays are same if they have the same number of elements and if each corresponding element is the same. For example arrays (2,1,1) and (1,1,2) are different. Tags: Dynamic Programming, Observation Algorithms ",https://www.codechef.com/problems/CHEFFA,CC
Hiring Workers ,"A manufacturing project consists of exactly K tasks. The board overviewing the project wants to hire K teams of workers — one for each task. All teams begin working simultaneously. Obviously, there must be at least one person in each team. For a team of A workers, it takes exactly A days to complete the task they are hired for. Each team acts independently, unaware of the status of other teams (whether they have completed their tasks or not), and submits their result for approval on the A-th day. However, the board approves the project only if all K teams complete their tasks on the same day — it rejects everything submitted on any other day. The day after a team finds out that its result was rejected, it resumes work on the same task afresh. Therefore, as long as a team of A workers keeps getting rejected, it submits a new result of their task for approval on the A-th, 2A2A2A-th, 3A3A3A-th day etc. The board wants to hire workers in such a way that it takes exactly X days to complete the project. Find the smallest number of workers it needs to hire. Tags: Integer Factorisation, Brute Force Mathematics, Number Theory, Algorithms ",https://www.codechef.com/problems/HIRINGWO,CC
Need More Diamonds ,"Alice and Bob have decided to play the following game. Initially there are N diamonds placed in a straight line. Diamonds numbered from 1 to N in consecutive order. Each diamond has a specific value. The value of i-th diamond is Vi for i from 1 to N. Players make moves alternatively. In each move player proceeds as follows. If there is only one diamond left the player takes it otherwise he/she tosses the unbiased coin and if it lands on heads he/she takes the first diamond among the diamonds that are currently present in a line, otherwise he/she takes the last diamond. What is the expected total value Alice will get, if she plays first? Note that the unbiased coin lands on heads with probability 0.5 (and hence lands on tail with the same probability). Also note that the total value is the sum of values of all diamonds that Alice will get. Tags: Pre processing, Probability, Expected Value, Dynamic Programming, Observation Advanced Algorithms, Mathematics, Algorithms ",https://www.codechef.com/problems/DIAMOND,CC
Online Shopping ,"Alice likes to shop online. The main reason is that she gets a lot of discounts! There are M online shops from where she purchases her items. The prices of the same item vary in both the shops. She needs to buy N items in all. And each she can buy each item in any one of the shops. All the shops offer certain discounts. If she buys the ith item in one shop, she gets a discount coupon for the i+1th item in the same shop. But if she purchases the i+1th item from a different shop, she cannot use the discount coupon. For example, if she buys the ith item in Shop j and gets a discount of X rupees. Let the price of i+1th item be Y rupees in shop j and Z rupees in shop k. If she purchases the i+1th item from shop j she can use the discount coupon and hence, will have to pay Y-X rupees. If she purchases the i+1th item from shop k she cannot use the discount coupon and hence, will have to pay Z rupees.Note: If the discount given is more than price of the item in the shop, i.e. if Y-X < 0, the item is given free but she does NOT get any money back. Alice wants to spend as less as possible and wants your help. She starts buying from item 1 and goes on till item N in that order. Your task is simple. Tell her the least amount to spend to get all the N items. Tags: 2D Arrays, Arithmetic, Bottom-up Data Structures, Arrays, Mathematics, Basic Maths, Algorithms, Dynamic Programming, DP Approach ",https://www.codechef.com/problems/COUPON,CC
Inversion sorting ,"The Aa'ugld alphabet consists of M letters, which we'll denote by integers from 1 to M in alphabetical order - the smaller number a letter has, the earlier it appears in the alphabet. Since the author of this alphabet wasn't very creative, many letters can be transformed to other ones using some simple operations, which we'll call ""inversions"". You're given a list of possible operations. The list isn't exhaustive, since any two inversions can be combined to produce a new inversion. Specifically, if there is an inversion that transforms a letter x to a letter y and an inversion that transforms the letter y to a letter z, you may assume that there's also an inversion that transforms the letter x to the letter z. In short, ""inversion"" operations are transitive. Combining any inversion with itself produces identity - an operation that transforms any letter to itself. (That's where the name ""inversion"" comes from - an operation that's its own inverse.) Therefore, if there's an inversion that transforms a letter x to a letter y, then there's also an inversion that transforms the letter y to the letter x. There's a long word W with N letters. You should transform some of these letters to other ones in order to make the letters of W sorted in alphabetical order. Is it possible at all? If it is, what's the minimum number of letters that should be transformed? Tags: Disjoint Set Union, DP Approach Advanced Data Structures, Algorithms, Dynamic Programming ",https://www.codechef.com/problems/CARLOS,CC
Insanely Hard School Exams ,"After failing to clear his school mathematics examination, infinitepro decided to prepare very hard for his upcoming re-exam, starting with the topic he is weakest at ― computational geometry. Being an artist, infinitepro has C pencils (numbered 1 through C); each of them draws with one of C distinct colours. He draws N lines (numbered 1 through N) in a 2D Cartesian coordinate system; for each valid i, the i-th line is drawn with the cicic_i-th pencil and it is described by the equation y=ai⋅x+biy=ai⋅x+biy = a_i cdot x + b_i. Now, infinitepro calls a triangle truly-geometric if each of its sides is part of some line he drew and all three sides have the same colour. He wants to count these triangles, but there are too many of them! After a lot of consideration, he decided to erase a subset of the N lines he drew. He wants to do it with his eraser, which has length K. Whenever erasing a line with a colour i, the length of the eraser decreases by ViViV_i. In other words, when the eraser has length k and we use it to erase a line with a colour i, the length of the eraser decreases to k−Vik−Vik-V_i; if k<Vik<Vik lt V_i, it is impossible to erase such a line. Since infinitepro has to study for the re-exam, he wants to minimise the number of truly-geometric triangles. Can you help him find the minimum possible number of truly-geometric triangles which can be obtained by erasing a subset of the N lines in an optimal way? He promised a grand treat for you if he passes the examination! Tags: Geometry, Dynamic Programming, Implementation Mathematics, Algorithms ",https://www.codechef.com/problems/ACCBIP,CC
Chef and Bracket-Pairs ,"Chef loves brackets. So much so, that rather than just use plain brackets like (), {}, or [], he has invented his own notation that allows him to use many more types of brackets. Each type of bracket is designated by an integer. A negative integer -x represents an opening bracket of type x; while a positive integer x represents a closing bracket of type x. Any sequence of such integers is then called a bracket-pair sequence. A balanced bracket-pair sequence can be defined recursively as follows: The empty sequence is a balanced bracket-pair sequence. If S is a balanced bracket-pair sequence, then -x S x is a balanced bracket-pair sequence for any positive integer x. If S and T are balanced bracket-pair sequences, then S T is a balanced bracket-pair sequence. For example, ""-1 -2 2 -3 -4 4 3 1"" is a balanced bracket-pair sequence, but ""-1 -2 1 2"" is not. Chef has a bracket-pair sequence (which may or may not be balanced) consisting of N integers. There are 2N ways to form a subsequence of his sequence. He wants to know how many of these subsequences are balanced. Help him to calculate this number, modulo 109+7. Tags: Modular Arithmetic Mathematics ",https://www.codechef.com/problems/CHEFBR,CC
Chef and Segments ,"Chef has an array A consisting of N elements. He wants to find number of pairs of non-intersecting segments [a, b] and [c, d] (1 ≤ a ≤ b < c ≤ d ≤ N) such there is no number that occurs in the subarray {Aa, Aa+1, . , Ab} and {Ac, Ac+1, . , Ad} simultaneously. Help Chef to find this number. Tags: Sets, Disjoint Set Union, Loops, Dynamic Programming, Implementation Data Structures, Advanced Data Structures, Basic Programming Concepts, Algorithms ",https://www.codechef.com/problems/CHSGMNTS,CC
(Challenge) Nanobots ,"To heal people with virus infections, Ada designed small robots (nanobots) that travel through the bloodstream, scanning all tissues of the body. The nanobots have detected a region of infected cells described by a matrix with N rows (numbered 1 through N from top to bottom) and N columns (numbered 1 through N from left to right). For each valid r and c, the cell in row r and column c has a membrane with thickness Tr,cTr,cT_{r,c}. To prevent the spread of the virus, the nanobots surrounded the infected region and decided to destroy all the infected cells. The nanobots can form a powerful laser with force F and shoot this laser horizontally from the left or from the right of any row, or vertically from the top or from the bottom of any column. Whenever the laser is fired, it breaks through the maximum number of cells in its way such that the total thickness of these cells' membranes is less than or equal to F and destroys them; the cells that lie behind them are unaffected. Formally, if the laser destroys C cells, then they are the first C cells which lie in the laser's way (from the direction in which it is fired), haven't been destroyed before, and the sum of thicknesses of their membranes is at most F. The laser may be fired multiple times from any directions in any rows or columns. It may also be fired repeatedly in the same direction and the same row or column. However, each shot uses a lot of the nanobots' energy, so Ada wants to destroy all cells using as few shots as possible. Let H be the minimum number of shots needed to destroy all cells when using only horizontal shots, and V the minimum number of shots needed to destroy all cells when using only vertical shots. Ada programmed the nanobots to perform K=min(V,H)K=min(V,H)K = mathrm{min}(V,H) shots. Help Ada write a program that uses a strictly smaller number of shots. Tags: alei, alei, challenge-problem, dynamic-programming, greedy, may20 ",https://www.codechef.com/problems/NBOTS,CC
Lucky Driving ,"""Nine is considered a good number in Chinese culture because it sounds the same as the word ""long-lasting"". Hence many people want their car registration numbers to sum up to 9 on adding the digits recursively. A car registration number can consist of 1,2,3 or 4 digits. Examples of some good car numbers are 63, 018, 9099, etc. whereas 12,129 are not good. Why is 9099 good? 9+0+9+9 = 27 2+7 = 9 Similarly it is not difficult to see why 63, 018, 69, 99… are good."" Given a string of digits, print how many subsequences of the string result in good car registration numbers. Note: The zeros at the starting of the number are to be accounted for, i.e. 018 and 18 are different numbers. Tags: aug12, dynamic-programming, kaush_adm, number-theory ",https://www.codechef.com/problems/LUKYDRIV,CC
Construct Array ,"You are given two integers N and M. Find the number of sequences A1,A2,…,ANA1,A2,…,ANA_1, A_2, ldots, A_N, where each element is an integer between 1 and M (inclusive) and no three consecutive elements are equal. Since this number could be very large, compute it modulo 109+7109+710^9+7. Tags: Modular Arithmetic, Matrix Exponentiation, Bottom-up Mathematics, Matrices, Matrix Multiplication, Algorithms, Dynamic Programming, DP Approach ",https://www.codechef.com/problems/CARR,CC
Strategy for the World Cup ,"Captain Dehatti from Bawanian village is making strategy to win the Fake Cricket World Cup organised in his village. He want his team to score runs only in 4's and 6's because he believes that scoring any runs by running will make them tired. He also wants that the team does not loose more than L wickets. He now wonders in how many ways his team can score exactly R runs in B balls. Ofcourse, he assumes that the opponent bowling is awesome and will not concede any extra runs. Formally, He wonders how many ways can his team score exactly R runs in B balls, given that each ball can result in 4, 6, 0 , or W(wicket wont add anything to score). Atmost L wicktes are allowed [i.e. Atmost L 'W' can be there in B balls ]. Note: His batting order is fixed i.e. After each wicket , next player to come is fixed. Tags: Combinatorics, Dynamic Programming, Implementation Mathematics, Algorithms ",https://www.codechef.com/problems/WORLDCUP,CC
Beautiful Subsequence ,"An array A consisting of N integers is called K-beautiful if it holds the following property: The number of adjacent indices with different values is at most K. More formally, there are at most K indices i (1≤i<N1≤i<N1le ilt N) such that Ai≠Ai+1Ai≠Ai+1A_ine A_{i+1}. Note that according to this definition, if an array A is K-beautiful, then A is also (K+1)(K+1)(K+1)-beautiful. You are given an array A consisting of N integers and an integer K. Find the length of the longest K-beautiful subsequence of A, where a subsequence is defined below. For example, consider the array A=[1,1,2,3,2,4]A=[1,1,2,3,2,4]A = [1 , 1, 2, 3, 2 , 4]. The subsequences [1,1][1,1][1, 1] and [1,1,2][1,1,2][1, 1, 2] are 1-beautiful, and the subsequences [1,2,3][1,2,3][1, 2, 3] and [1,2,2,4][1,2,2,4][1, 2, 2, 4] are 2-beautiful. Note: A sequence a is a subsequence of a sequence b if a can be obtained from b by deletion of several (possibly, zero) elements. For example, [3,1][3,1][3,1] is a subsequence of [3,2,1][3,2,1][3,2,1] and [4,3,1][4,3,1][4,3,1], but not a subsequence of [1,3,3,7][1,3,3,7][1,3,3,7] and [3,10,4][3,10,4][3,10,4]. Tags: Bottom-up Algorithms, Dynamic Programming, DP Approach ",https://www.codechef.com/problems/BEAUSUB,CC
"Cards, bags and coins ","Statement Yet another game from chef. Chef gives you N cards and M bags. Each of the N cards has an integer written on it. Now chef asks you to close your eyes and choose a subset of them. He then sums the numbers written on chosen cards, takes its absolute value and gives you those many coins. You win the game if you can divide these coins into M bags with each bag having equal share. As a first step to calculate the probability of winning, you would like to know the number of different subsets which will make you win. Note that all the cards are of different color, so even if 2 cards have the same number written on it, they are still considered as different cards. Tags: Basic Maths, Combinatorics, DP Approach Mathematics, Algorithms, Dynamic Programming ",https://www.codechef.com/problems/ANUCBC,CC
Mountain Holidays 2 ,"Let’s remember the problem Mountain holidays (MOU1H). The story of Mountain holidays is the following. Some time ago, Chef discovered that more and more people have started climbing mountains every day. So he decided to build a restaurant in the Ukrainian resort Bukovel (Carpathian Mountains). But there are many places to choose, so he wants to choose the best one. By your great helps, Chef could find to the best place to build a restaurant, now Chef becomes rich. Now he wants to build a restaurant in the next mountain. Similar to previous one, the next mountain is described by a sequence of N points. Here the points are numbered from 1 to N, and the height of point k is denoted by Hk. Every two adjacent points of the mountain are connected by a segment. For example, the mountain described by N = 9, H = [0, 2, 1, 2, 1, 3, 0, 1, 0] is like a following: / ///  / / In the mountain, all of the tourists will go from the point 1 to point N. For comfort of the tourists, Chef has bought teleports too. Using a teleport, a tourist can be transferred from point i to point j, for all i < j. Of course, tourists can also walk from point i to point i+1 on foot. Now Chef wants to calculate the attractiveness of the mountain, as the number of the different climbs. A climb is defined by the nonempty sequence (p1, p1+1), (p2, p2+1), ., (ps, ps+1) of the moves on foot , where pk+1 ≤ pk+1 for k = 1, 2, ., s − 1. Two climbs, say (p1, p1+1), (p2, p2+1), ., (ps, ps+1) and (q1, q1+1), (q2, q2+1), ., (qt, qt+1) are different if and only if s ≠ t or There exists at least one k such that 1 ≤ k < min(s, t) and Hpk+1 – Hpk ≠ Hqk+1 – Hqk. You are given the array H, find the number of the different climbs that exist on the mountain. Since the answer can be very large, output it modulo 109+9 = 1009. Tags: DP on sequences Algorithms, Dynamic Programming ",https://www.codechef.com/problems/MOU2H,CC
Chef and Gift ,"Chef likes cooking. But more than that, he likes to give gifts. And now he wants to give his girlfriend an unforgettable gift. But unfortunately he forgot the password to the safe where the money he saved for the gift is kept. But he knows how to hack the safe. To do this, you need to correctly answer questions asked by the embedded computer. The computer is very strange, and asks special questions, sometimes it can ask about 100 question (really weird). Because of this, Chef wants you to write a program that will help him to crack the safe. The questions are different, but there is only one type of question. Several numbers are given and between them one of three characters: *, +, - can be inserted. Note that in this case there is no priority for the operators, that is, if + is the before multiplication, you must first execute the operation of addition, and then multiplication (1 - 2 * 3 must be interpreted as (1 - 2) * 3 = -3 and not -5). The computer asks the minimum possible value of any valid expression. Tags: DP Approach Algorithms, Dynamic Programming ",https://www.codechef.com/problems/CHGIFT1,CC
The Lost Arithmetic Sequences ,"Jem couldn't even finish half of the homework exercises in ""Advanced topics in algorithm"" class. The teacher is really upset and gives him one final problem to solve - if he can't solve it, he is gonna fail the course. Jem is given an array A consisting of N integers. The teacher asks him to remove exactly one number in the array to make the array become an arithmetic progressions. Jem wanted to ask the teacher about the definition of arithmetic progressions but he remembered that he had heard this term in last week's lesson just before falling asleep. Now his life is in your hands again! Anyways, we provide you the definition of arithmetic progression. Arithmetic progression is a sequence of numbers, where the difference between any two adjacent numbers is same. Tags: Dynamic Programming Algorithms ",https://www.codechef.com/problems/TAASEQ,CC
Mex Subsequence ,"Ridbit is given an array a1,a2,…,aNa1,a2,…,aNa_1, a_2, ldots, a_N. He needs to find the number of ways to divide the array into contiguous subarrays such that: Each element of the sequence a belongs to exactly one of the subarrays. There is an integer m such that the MEX of every subarray is equal to m. The MEX of a sequence is the smallest non-negative integer which does not occur in this sequence. Help Ridbit with this task. Tags: Subarray Data Structures, Arrays, Groupings ",https://www.codechef.com/problems/MEXSUB,CC
Family Tree ,"You are given a family tree with N members numbered 1.N1.N1 . N. Every person i, except for the founder of the family (root) has a parent denoted by P[i]P[i]P[i]. P[root]P[root]P[root] = -1 by definition. Person i is a descendant of person j if i belongs to the subtree rooted at j. The net worth (adjusted for inflation) is given for all the members of the family. Your task is to find the maximum difference in net worth's of two members where one member is a descendant of the other. You can assume that no two members of this family married each other. So it remains a ""family tree"". Tags: bluishgreen, depth-first-search, dynamic-programming, easy-medium, graphs, jp2018, trees ",https://www.codechef.com/problems/FAMTREE,CC
Expected Change ,"Chef has a string A with length N. It contains only characters '(', ')' and '*'. Chef wants to perform the following process: Uniformly randomly choose a pair of integers (l,r)(l,r)(l, r) such that 1≤l≤r≤N1≤l≤r≤N1 le l le r le N. Consider the substring S=[Al,Al+1,…,Ar]S=[Al,Al+1,…,Ar]S = [A_l, A_{l+1}, ldots, A_r]. Process the characters of this string from left to right. Let's denote the current number of closing brackets in S up to the currently processed character (inclusive) by ncncn_c. Similarly, let's denote the number of opening brackets by nonon_o. Note that the string S may change; ncncn_c and nonon_o correspond to the current state of S, not its initial state. Whenever ncncn_c becomes greater than nonon_o, the currently processed character must be ')'. Then, change it from ')' to '(' and continue processing the remaining characters of S. Chef would like to know the expected number of characters that he would change in this process. Can you help him? It can be proved that this expected value can be expressed as a fraction P/QP/QP/Q, where P and Q are non-negative integers and Q is coprime to 109+7109+710^9+7. You should find P⋅Q−1P⋅Q−1P cdot Q^{-1} modulo 109+7109+710^9+7, where Q−1Q−1Q^{-1} denotes the multiplicative inverse of Q modulo 109+7109+710^9+7. Tags: Combinatorics, DP Approach, Prefix Sum Mathematics, Algorithms, Dynamic Programming, Simple Algos ",https://www.codechef.com/problems/EXPCH,CC
Matrix ,"You are given a matrix A that consists of N rows and M columns. Every number in the matrix is either zero or one. Calculate the number of such triples (i, j, h) where for all the pairs (x, y), where both x and y belong to [1; h] if y >= x, A[i+x-1][j+y-1] equals to one. Of course, the square (i, j, i+h-1, j+h-1) should be inside of this matrix. In other words, we're asking you to calculate the amount of square submatrices of a given matrix which have ones on and above their main diagonal. Tags: Dynamic Programming Algorithms ",https://www.codechef.com/problems/MATRIX2,CC
Little Elephant and Balloons ,"The Little Elephant from the Zoo of Lviv is going to the Birthday Party of the Big Hippo tomorrow. Now he wants to prepare a gift for the Big Hippo. He has N balloons, numbered from 1 to N. The i-th balloon has the color Ci and it costs Pi dollars. The gift for the Big Hippo will be any subset (chosen randomly, possibly empty) of the balloons such that the number of different colors in that subset is at least M. Help Little Elephant to find the expected cost of the gift. Tags: Probability, Combinatorics, Expected Value, Dynamic Programming Mathematics, Algorithms ",https://www.codechef.com/problems/LEBALONS,CC
